"var.diff.cumulative.coauthors.2.years","var.diff.cumulative.coauthors.4.years","mean.diff.articles","mean.diff.cumulative.coauthors","var.diff.cumulative.coauthors.5.years","var.diff.articles.5.years","var.diff.2.cumulative.coauthors.5.years.up","entropy.opposite","mean.author.minus.venue.context.zscore","var.diff.2.cumulative.coauthors.4.years.up","var.diff.2.articles.5.years.up","var.diff.2.articles.2.years.up","var.diff.2.articles.4.years.up","var.diff.2.articles.3.years.up","var.diff.2.cumulative.coauthors.3.years.up","Node"
1703,777,3216,3964,885,1267,4225,478,4225,4225,4225,373,4225,4225,4225,"277"
2723,2395,2377,3369,2201,2256,4225,2790,4225,4225,4225,373,4225,236,4225,"278"
661,143,899,421,266,2391,4225,615,926,4225,4225,283,4225,127,4225,"279"
3956,2834,379,4211,2804,2873,4225,45,1189,4225,4225,165,67,95,2454,"280"
681,1077,1227,1479,2284,923,4225,2391,4225,4225,2469,2327,1702,1835,383,"281"
43,26,944,541,33,1267,4225,1911,392,4225,4225,520,4225,675,14,"282"
2781,2075,2138,1426,3231,3017,182,2532,4225,4225,4225,639,4225,1104,637,"283"
425,533,3321,1166,2560,1842,4225,3712,4225,4225,2153,3231,2046,3145,792,"284"
217,243,3724,1655,559,1267,4225,1897,4225,4225,2240,1630,1594,2593,116,"285"
141,334,1689,413,289,2873,4225,3507,4225,4225,537,4016,392,3663,30,"286"
679,290,1509,574,651,923,4225,3947,4225,4225,2310,2550,1806,2001,191,"287"
266,166,1888,1620,439,2873,4225,2287,4225,4225,733,1460,653,1974,102,"288"
727,587,1957,4147,689,3169,4225,856,4225,4225,4225,666,308,4225,466,"289"
2161,2395,2402,3998,2123,3017,4225,170,467,4225,681,1714,800,1894,1505,"290"
1372,1454,2138,2155,2560,2391,404,3287,4225,4225,1067,2697,1922,3173,668,"291"
2769,2705,3050,2509,1120,774,1091,1021,305,1340,1426,2041,962,2774,2260,"292"
461,223,2949,2976,367,2501,4225,296,1171,4225,4225,2039,4225,4225,191,"293"
2401,2834,3927,2671,3149,1926,661,893,4225,4225,2240,3758,2952,3501,4225,"294"
13,16,1019,1051,21,2141,4225,2566,4225,4225,4225,110,4225,150,12,"295"
1840,1588,4109,4062,1764,1267,4225,1135,4225,4225,4225,1351,4225,978,764,"296"
4008,3816,3724,3725,3231,2873,4225,498,529,4225,4225,3637,1922,3481,2150,"297"
3710,2157,3514,2800,2560,3017,4225,1470,4225,4225,1067,4016,4225,2261,1365,"298"
3295,2075,3298,2111,1836,1572,1504,3661,4225,1677,2564,3915,2419,3364,2247,"299"
3164,2705,2855,3579,3231,3169,4225,3530,4225,4225,790,1090,4225,2211,4225,"300"
515,745,3724,875,4225,1044,87,3412,4225,4225,1746,2953,2419,2689,1014,"301"
1204,3317,1320,226,1568,467,167,3950,4225,4225,1067,3364,1922,3207,1727,"302"
479,301,2545,2196,391,1267,4225,3700,4225,4225,4225,1641,4225,4225,4225,"303"
700,777,2138,863,1514,3169,4225,2852,4225,4225,681,4133,1471,3341,4225,"304"
1083,622,2618,4037,1120,3454,4225,1587,4225,4225,4225,2748,653,1777,508,"305"
2117,1979,1524,3248,4225,4225,4225,213,433,4225,4225,1273,653,1777,2572,"306"
3355,1979,600,2283,1764,1842,4225,476,363,4225,375,1567,254,808,4225,"307"
620,361,3298,2000,439,3017,4225,1256,4225,4225,999,2150,800,1280,172,"308"
213,206,2319,1193,404,2501,4225,779,984,4225,4225,1555,962,4225,4225,"309"
1224,1165,3298,2583,1456,3169,4225,3315,4225,4225,4225,2944,800,3341,4225,"310"
359,1588,724,704,816,161,1221,2994,4225,4225,201,1328,2536,479,2234,"311"
2324,3816,1655,2070,2374,1842,4225,4018,4225,4225,1139,2082,1702,2431,1163,"312"
1303,1588,572,375,289,820,860,3380,4225,606,1665,1273,2301,2713,1303,"313"
1709,848,464,208,848,494,458,4176,4225,874,2381,1402,1922,779,1232,"314"
533,3317,339,98,1699,2033,24,2239,45,4225,135,475,4225,193,395,"315"
2013,745,4225,2884,1568,3169,4225,2473,4225,4225,1219,1933,4225,2120,733,"316"
2984,1454,4225,1913,1120,2256,1504,4127,4225,1677,2310,3568,1922,2795,2379,"317"
1318,4225,4109,3908,2638,868,4225,3714,4225,4225,1291,3035,1594,2985,1741,"318"
1023,622,2545,3460,651,3454,4225,1882,4225,4225,4225,1118,584,779,383,"319"
2774,3195,4109,1106,2979,2501,4225,2450,4225,4225,1746,4225,2536,3145,1286,"320"
301,188,3613,3296,241,3169,4225,2324,4225,4225,4225,3035,4225,978,131,"321"
424,459,2618,2619,380,1926,4225,1779,258,4225,4225,1745,4225,873,4225,"322"
338,334,2483,4015,289,728,4225,428,1141,4225,4225,4225,4225,4225,4225,"323"
1056,514,3142,3245,848,2749,4225,3300,4225,4225,1139,2578,1372,978,4225,"324"
357,326,2855,3813,495,2141,4225,937,4225,4225,4225,377,4225,4225,200,"325"
1966,2395,2545,1193,1908,1191,385,3680,4225,172,4225,3356,721,1598,1873,"326"
2563,2490,2545,2849,1162,1044,801,2569,1025,1548,1908,2893,4225,2910,1746,"327"
612,1392,2056,2583,1908,1407,4225,3281,4225,4225,2240,2375,2301,1777,483,"328"
3339,4225,240,282,4225,4225,4225,1354,109,29,4225,1420,1922,236,285,"329"
3000,3816,2018,1541,3149,1642,404,2331,4225,4225,4225,2121,800,1280,1365,"330"
1868,883,1076,345,716,3169,4225,2340,4225,4225,4225,1814,4225,323,91,"331"
2006,1337,2949,2196,1514,2256,4225,1142,4225,4225,4225,1745,4225,423,4225,"332"
3212,3195,3927,1913,2979,2141,363,3655,4225,4225,4225,3003,653,4225,1114,"333"
331,257,1957,3637,300,1120,4225,3740,4225,4225,4225,273,4225,606,4225,"334"
93,243,600,729,241,1642,4225,3088,4225,4225,410,688,526,2211,41,"335"
303,446,4017,1680,419,2501,4225,3866,4225,4225,1665,3211,2301,3145,91,"336"
358,587,2202,1506,455,1842,4225,1967,4225,4225,1746,3250,1372,3364,4225,"337"
2132,1221,965,704,689,1842,4225,854,1079,4225,631,2467,1702,1433,483,"338"
55,48,464,486,623,1338,4225,3184,4225,4225,375,184,4225,1280,39,"339"
3594,3816,2701,2450,2804,3323,4225,764,4225,4225,4225,2467,1594,3791,1059,"340"
3415,2594,2701,808,2201,3017,246,2268,4225,4225,733,2944,1275,1352,614,"341"
2734,2490,996,2367,1245,406,1135,938,525,1677,1139,2375,2046,2985,2778,"342"
4066,3663,2250,3296,3310,1267,4225,1620,50,4225,2469,1692,2666,2824,2042,"343"
1985,3663,2794,1620,3310,1407,224,2420,1135,4225,2381,3637,1806,3341,1365,"344"
2749,3663,2545,3017,1836,1926,4225,3864,4225,4225,4225,1059,4225,606,1163,"345"
3786,3317,3514,2758,2374,3323,1043,2855,4225,708,4225,4016,1275,2211,1727,"346"
1511,1979,3819,2111,3398,2620,4225,2856,4225,4225,1579,4073,2301,3791,4225,"347"
1236,1675,257,548,1982,868,4225,1834,792,4225,350,1617,874,3481,4225,"348"
110,140,2250,2155,78,521,4225,3593,4225,4225,4225,373,4225,4225,4225,"349"
4203,4225,1076,2671,4225,4225,4225,3317,4225,4225,4225,437,4225,4225,4225,"350"
2136,1392,192,674,915,380,1454,2574,32,1447,1665,395,2820,793,1592,"351"
1822,1588,192,218,1982,141,68,2151,75,124,1067,1355,1922,2503,1014,"352"
88,92,86,117,121,1120,4225,2862,611,4225,4225,56,4225,4225,4225,"353"
1062,514,2483,1655,1633,2033,4225,1211,512,4225,1828,2452,1171,2211,524,"354"
1132,314,3819,1620,716,1044,4225,3066,4225,4225,4225,1157,4225,4225,4225,"355"
2591,1588,3927,1051,1245,2256,1043,742,4225,708,1828,3973,2820,3145,1169,"356"
229,100,116,66,55,130,153,2461,272,94,2240,1185,2952,1113,736,"357"
153,104,3514,890,439,2873,4225,2466,4225,4225,4225,2375,4225,4225,4225,"358"
144,136,743,1237,187,2749,4225,1078,245,4225,264,389,4225,606,4225,"359"
1808,3317,3927,3076,2724,1642,625,1870,4225,4225,2564,3081,2820,3389,2754,"360"
1275,1392,2018,4015,1356,2620,4225,569,4225,4225,631,4225,2952,1170,577,"361"
1486,1271,2202,1130,1245,1842,1091,2645,4225,1270,1746,3694,2666,2503,2234,"362"
1815,1588,996,445,514,1572,1135,3856,4225,324,924,1403,2046,779,1727,"363"
2563,2266,4225,1956,1409,3323,4225,2967,4225,4225,999,2547,1171,2211,4225,"364"
838,3055,3400,486,774,1191,1221,2163,4225,4225,2069,3240,2820,2083,1230,"365"
2002,3430,1888,1680,4225,380,4225,3191,4225,1611,350,133,2173,1633,4225,"366"
1202,4225,4109,1767,2051,1481,860,3524,4225,4225,2310,2251,2046,2431,1384,"367"
4092,3430,3400,4052,4225,3323,964,511,4225,4225,924,2488,1058,1974,4225,"368"
677,314,1655,2498,670,2256,4225,1567,4225,4225,4225,755,4225,323,4225,"369"
562,514,2794,4052,4225,3454,4225,2969,4225,4225,576,4225,4225,3145,320,"370"
1096,956,1000,404,4225,4225,4225,1915,518,1153,4225,2684,800,606,2454,"371"
3800,3546,1290,3196,3057,584,1221,2896,4225,4225,1579,2578,1058,1816,2754,"372"
670,554,1019,2330,978,2501,4225,1719,4225,4225,410,1304,584,779,395,"373"
3346,2157,1554,1216,2560,1044,363,3120,4225,549,2564,2058,2046,1460,1073,"374"
699,956,3819,1541,2724,1737,4225,3682,4225,4225,2381,3400,1702,2503,371,"375"
1277,3430,887,662,978,1737,1091,2101,42,4225,631,3802,4225,3663,1505,"376"
3000,3055,2483,1285,1982,2620,598,3383,4225,4225,999,1684,1058,2211,1286,"377"
386,223,1360,662,559,3169,4225,2677,4225,4225,282,2058,721,779,62,"378"
1308,777,4225,2367,581,868,4225,988,985,4225,4225,393,4225,4225,4225,"379"
982,4225,2949,1479,2896,1842,272,3219,4225,4225,2240,3549,2301,3389,895,"380"
174,92,924,1446,125,728,4225,2407,4225,4225,4225,119,4225,4225,50,"381"
2189,2490,2545,2155,2560,1642,579,1706,4225,4225,2240,3231,2536,2732,1505,"382"
249,130,2701,2367,169,728,4225,1976,4225,4225,4225,4225,4225,4225,4225,"383"
244,1884,3514,263,1908,2033,4225,3472,4225,4225,2069,3973,2536,2097,550,"384"
3871,3317,2056,3879,2638,2749,4225,3929,4225,4225,4225,1901,653,1433,2234,"385"
3869,3195,1019,1506,3398,1267,308,2036,4225,408,1665,3890,2820,2689,1365,"386"
2259,2490,572,744,2374,1338,4225,3441,4225,4225,924,1119,2046,1113,297,"387"
2123,1517,3514,3879,1633,2501,4225,221,4225,4225,4225,854,4225,4225,733,"388"
2246,2075,846,3770,1356,2141,4225,1401,789,4225,4225,249,4225,107,884,"389"
1408,2594,205,1401,3398,362,131,289,946,4225,1356,254,653,681,1436,"390"
3616,2705,3927,3331,3310,3454,579,1942,4225,4225,856,4056,2666,2689,1640,"391"
3,80,12,6,2,1,1,1862,296,28,1,3,3,2,11,"392"
1892,2395,3613,1655,885,2501,1135,2515,4225,1340,1665,3161,1275,3663,2477,"393"
421,373,1462,1589,745,2141,4225,966,607,4225,924,1273,434,1314,258,"394"
654,1517,3927,2671,2051,2873,4225,995,4225,4225,4225,1946,4225,873,4225,"395"
590,676,2949,3076,774,2256,4225,479,4225,4225,4225,616,4225,4225,224,"396"
1127,1124,1076,1834,2201,868,4225,207,918,4225,1985,2039,2046,1029,695,"397"
883,346,2794,2037,946,2620,4225,1709,4225,4225,4225,1416,4225,606,4225,"398"
2655,3430,1823,1589,2051,1642,661,1802,4225,229,4225,809,4225,473,1114,"399"
3173,2395,1320,2498,3057,279,598,879,1001,4225,440,1001,2301,376,1579,"400"
1955,2931,2794,3196,2051,3454,4225,2304,4225,4225,500,1946,1372,2689,4225,"401"
334,326,2701,1767,439,1191,4225,50,1260,4225,4225,273,4225,4225,4225,"402"
2041,2075,3819,3813,2724,2141,4225,1471,4225,4225,2069,3890,1275,3791,1059,"403"
2243,1271,3819,3410,1409,2620,4225,387,4225,4225,1511,3122,1171,3145,4225,"404"
934,999,724,604,2201,3454,4225,1843,62,4225,118,1064,653,606,342,"405"
1389,646,1196,1166,514,923,661,3357,4225,432,2310,3233,1922,4225,1240,"406"
1431,1740,673,970,2123,494,4225,752,722,4225,4225,66,4225,74,356,"407"
928,1221,3613,594,2638,1926,297,1056,4225,4225,2240,2452,4225,2750,2454,"408"
2347,2075,3927,3607,2471,3017,4225,2030,4225,4225,1291,2944,1058,4225,1505,"409"
1657,1037,3514,2411,1456,2873,4225,1454,4225,4225,4225,2121,4225,1433,4225,"410"
499,1588,2018,345,367,1842,625,345,769,1677,1579,3637,2820,2211,1729,"411"
762,1588,3400,1150,1409,1926,693,542,4225,4225,2069,3754,1171,3663,2667,"412"
2099,1124,1565,2763,1356,3454,4225,639,4225,4225,4225,666,330,881,637,"413"
1258,483,673,145,2804,2391,4225,885,692,4225,306,405,4225,531,4225,"414"
1187,1337,3514,704,300,988,238,957,1219,1099,1665,2406,2419,1777,1814,"415"
2311,3816,1436,1913,1456,728,1559,160,890,640,1908,2237,2173,2503,2847,"416"
10,11,1888,996,19,2749,4225,2840,4225,4225,4225,373,4225,606,7,"417"
4041,3317,3613,4076,2979,1338,4225,730,4225,4225,2240,3890,2952,3257,4225,"418"
3101,4225,4017,1216,1120,4225,4225,656,4225,124,790,3231,962,2689,733,"419"
1060,361,2949,1446,495,2620,4225,454,882,4225,4225,2314,4225,4225,4225,"420"
1752,3195,1608,1051,1568,2501,625,2509,4225,4225,4225,3802,4225,978,884,"421"
3299,3546,2949,970,1162,2391,1288,407,4225,263,1356,2857,800,1473,1814,"422"
2382,2157,2138,1506,1908,1044,661,2891,4225,606,2381,4178,1594,2824,3224,"423"
2734,1454,3400,2671,2471,2256,4225,1852,4225,4225,1746,3400,2536,2062,1059,"424"
912,446,3400,2549,946,2749,4225,169,998,4225,1139,2452,800,978,383,"425"
2435,1884,417,1237,1120,172,1650,484,1150,1396,790,1691,2046,3389,2140,"426"
155,155,417,421,155,2873,4225,147,904,4225,4225,219,4225,127,4225,"427"
2347,2705,1076,689,1514,2749,4225,164,1056,4225,4225,1555,434,3663,4225,"428"
950,2931,3724,890,885,2501,1005,3581,4225,159,1579,3303,2173,2083,2454,"429"
444,745,1462,3579,603,3017,4225,755,4225,4225,4225,1179,4225,259,311,"430"
1733,3195,1823,1620,3149,3454,421,1062,554,4225,4225,666,4225,4225,2137,"431"
4001,2594,4225,3196,3149,3169,4225,2872,4225,4225,4225,2452,874,1974,1365,"432"
773,999,2949,1162,404,2256,385,153,902,549,1579,3582,2419,2001,1894,"433"
2097,848,3640,3607,1013,3169,4225,2652,4225,4225,4225,694,4225,4225,4225,"434"
3413,1740,2618,2884,1982,2033,4225,1912,4225,4225,1665,2230,1372,1801,1505,"435"
915,361,1509,2934,439,3323,4225,1700,4225,4225,4225,515,277,675,4225,"436"
3606,2266,1509,1426,2804,3169,4225,2590,4225,4225,4225,1814,4225,376,4225,"437"
1088,2157,2545,718,1456,1267,224,3616,4225,90,2469,3454,2952,1860,395,"438"
6,6,42,112,13,430,4225,1631,133,4225,80,210,13,86,6,"439"
148,373,2794,94,128,2873,4225,609,4225,4225,790,1157,4225,1598,32,"440"
2331,3195,2377,3995,1301,2141,4225,674,74,4225,4225,755,308,4225,4225,"441"
469,425,2018,4037,581,2391,4225,696,4225,4225,924,2194,584,1433,297,"442"
403,270,3400,1216,1070,2256,4225,3619,4225,4225,4225,1298,4225,4225,4225,"443"
102,67,2402,1507,102,1642,4225,2610,4225,4225,4225,373,4225,4225,4225,"444"
2965,1588,1360,3509,1568,988,4225,1544,4225,4225,4225,1519,4225,4225,1365,"445"
874,446,3216,3879,559,3169,4225,202,407,4225,4225,826,4225,423,4225,"446"
1699,1271,1076,3076,1836,1120,4225,3401,4225,4225,1828,1193,4225,2431,733,"447"
943,554,4017,2849,915,2391,4225,791,540,4225,1746,2591,4225,3145,268,"448"
3506,1740,3724,4037,1982,3454,4225,120,4225,4225,790,2830,4225,1280,2572,"449"
436,301,1509,3410,439,2749,4225,2195,4225,4225,4225,154,4225,292,180,"450"
246,130,2377,3509,143,521,4225,3001,4225,4225,4225,437,4225,4225,4225,"451"
237,1337,21,29,152,21,278,709,185,27,146,116,1058,429,2234,"452"
509,676,1436,524,2896,1572,4225,1754,749,4225,1746,3081,2419,2027,508,"453"
76,49,766,375,50,1407,4225,184,915,4225,4225,235,4225,4225,4225,"454"
1220,1221,132,1589,1245,1407,4225,1249,13,4225,76,520,105,150,4225,"455"
3372,1588,2567,3885,2284,2749,4225,130,87,4225,4225,971,4225,606,4225,"456"
126,514,3050,228,391,3454,4225,786,4225,4225,4225,1891,526,1280,27,"457"
3406,2157,1689,4180,2051,2620,4225,23,908,4225,4225,2121,4225,531,4225,"458"
1417,2490,3129,2330,2374,3323,552,1421,4225,4225,4225,1976,4225,4225,1799,"459"
52,72,2855,1446,42,988,4225,2492,4225,4225,4225,593,4225,4225,4225,"460"
703,809,1249,3850,1120,3169,4225,897,4225,4225,4225,515,4225,236,614,"461"
983,745,3037,4201,915,2749,4225,58,613,4225,4225,826,4225,675,4225,"462"
325,284,3400,3196,257,1407,4225,1887,4225,4225,4225,616,4225,4225,4225,"463"
1462,848,2018,1446,473,1572,4225,2733,4225,4225,4225,1157,4225,4225,4225,"464"
39,52,1608,1150,63,923,4225,3341,4225,4225,4225,45,4225,4225,4225,"465"
3859,2266,2402,3087,2374,2501,4225,3417,4225,4225,4225,1043,4225,4225,1059,"466"
448,314,2618,3509,367,2501,4225,1042,4225,4225,1139,1090,721,2910,172,"467"
2708,2834,4109,3169,2804,1926,772,2929,4225,4225,2310,2159,4225,3791,1505,"468"
1354,883,4109,4104,1070,3017,4225,556,4225,4225,4225,1649,4225,1280,577,"469"
480,231,408,534,848,2256,4225,182,972,4225,146,1224,204,983,116,"470"
1300,1517,1436,506,2804,2749,4225,362,486,4225,468,1284,477,1479,215,"471"
1423,1271,4225,3331,1070,2749,4225,907,4225,4225,1511,3890,2301,2732,4225,"472"
1891,1740,4017,3331,1699,3017,4225,3554,4225,4225,1139,1842,4225,1689,733,"473"
1199,361,3819,2976,473,2256,4225,4202,4225,4225,4225,1976,4225,423,4225,"474"
3281,4225,3819,2229,3398,3323,480,1338,4225,432,999,3081,1275,3145,4225,"475"
3509,3816,2949,2196,2724,3169,552,2469,4225,4225,4225,931,434,978,1727,"476"
3362,4225,3819,2701,3149,2749,4225,3916,4225,456,1356,3264,1806,2997,3145,"477"
284,387,1608,3410,404,3454,4225,2979,4225,4225,350,3717,874,3663,224,"478"
323,361,14,14,110,101,82,633,278,33,19,22,6,6,966,"479"
993,883,2545,1913,1162,2749,4225,4132,4225,4225,4225,1493,1471,978,4225,"480"
4075,3055,3613,1879,2979,1481,726,1630,4225,4225,2310,3688,2301,3550,4225,"481"
1083,1077,2250,2800,978,3454,4225,851,4225,4225,4225,2375,4225,1974,4225,"482"
1815,1812,3419,1166,603,3454,4225,2971,4225,4225,4225,2944,962,2689,4225,"483"
850,4225,1957,3296,4225,1737,4225,3369,4225,4225,1746,933,4225,1777,577,"484"
505,387,2319,3509,495,2749,4225,2763,4225,4225,4225,1351,4225,4225,205,"485"
520,622,2138,3017,404,1737,4225,2786,4225,4225,4225,373,4225,4225,4225,"486"
3468,3816,1462,3196,1764,2620,4225,448,4225,4225,631,3848,4225,873,1230,"487"
2530,2395,3514,3813,1836,3454,4225,1095,4225,4225,4225,1390,800,1974,4225,"488"
380,809,642,98,257,1842,579,434,308,301,468,2540,2536,2431,970,"489"
2311,3816,3298,3410,3057,2873,552,2250,4225,4225,4225,2684,653,1280,1436,"490"
3004,2075,2545,3460,2201,3323,4225,4203,4225,4225,4225,3717,4225,779,1059,"491"
695,1221,556,96,1301,494,36,1500,104,60,2564,2784,1702,2083,442,"492"
1547,1337,1097,996,3398,584,206,1230,4225,4225,2069,2609,1702,2910,1365,"493"
2594,3195,2545,2934,2979,3454,661,3746,4225,4225,500,3303,4225,3791,1579,"494"
3737,3317,1888,923,2123,1572,319,2996,4225,4225,2153,3487,2536,2120,4225,"495"
968,777,339,214,249,161,552,2806,124,1270,375,2202,1471,1473,2485,"496"
3502,1979,3072,1112,4225,4225,4225,3109,4225,4225,4225,2684,4225,1297,4225,"497"
3390,2395,3613,3509,1699,2391,4225,611,1136,4225,4225,3454,4225,675,4225,"498"
2420,2266,3298,2229,2201,2620,831,2491,4225,874,1291,4123,2820,3663,2847,"499"
2787,1337,4225,1767,1070,3323,4225,2798,4225,4225,4225,1565,1372,1280,483,"500"
3134,1588,3216,3579,1409,3017,4225,3005,4225,4225,999,3364,1702,2312,4225,"501"
529,284,1049,875,530,1926,4225,3312,4225,4225,681,2187,1702,1330,4225,"502"
878,387,2949,2000,380,2391,4225,717,4225,4225,4225,3035,4225,4225,4225,"503"
226,111,3298,2450,139,2620,4225,3811,4225,4225,4225,809,4225,1104,4225,"504"
3190,3317,3321,2080,1982,1642,1135,3157,4225,708,2381,3688,2666,2431,2379,"505"
1953,3430,2618,1655,1633,1267,1221,2085,4225,408,2469,3340,2301,3481,2957,"506"
1818,1884,1360,940,2724,3323,4225,2777,4225,4225,282,1025,477,473,466,"507"
157,94,3298,3017,199,2391,4225,2721,4225,4225,4225,949,4225,4225,4225,"508"
309,124,58,43,4225,4225,4225,1873,152,1677,4225,621,2419,2211,258,"509"
2847,2490,1436,1541,1301,1842,1135,3729,4225,484,1139,2736,2419,1872,1436,"510"
2893,1812,965,1562,3149,2749,4225,517,292,4225,264,4178,231,1516,1286,"511"
3979,3317,2794,2583,4225,1926,552,2692,4225,4225,1746,3487,1471,1667,1873,"512"
3540,2266,2391,2454,4225,4225,4225,3893,4225,1501,4225,3161,1922,2287,2778,"513"
2352,2490,2794,1562,1456,923,1413,3640,4225,1044,1746,3973,2301,2935,1967,"514"
450,587,2250,1589,559,1842,4225,4170,4225,4225,4225,993,4225,978,4225,"515"
1005,848,197,486,1301,2873,4225,374,795,4225,51,324,53,158,4225,"516"
1964,1037,3216,1541,1699,3169,4225,1195,4225,4225,4225,809,4225,606,483,"517"
369,2266,23,24,2724,150,4225,2291,29,4225,64,304,122,174,36,"518"
3061,3816,4017,2549,2896,3454,4225,2847,4225,246,790,3848,1594,2097,4225,"519"
2078,3546,2018,1956,2896,2033,4225,1668,4225,4225,1291,2251,1806,2542,614,"520"
341,301,1290,3725,346,2501,4225,839,4225,4225,4225,1555,277,606,4225,"521"
670,361,2701,3702,473,1481,4225,3093,4225,4225,4225,273,4225,4225,4225,"522"
947,777,514,689,2804,923,141,2276,1196,4225,1356,348,330,1280,383,"523"
1747,1037,3613,2549,1514,4225,4225,4200,4225,4225,733,2174,4225,1433,695,"524"
2591,2931,1957,1446,3057,2256,458,1778,4225,791,1426,2893,2046,2431,2234,"525"
1519,1221,2138,1956,1456,3323,4225,2963,4225,4225,4225,1179,653,889,4225,"526"
233,1124,1608,49,25,2873,4225,1033,4225,4225,4225,1866,4225,873,4225,"527"
3041,1884,3613,2450,1764,1572,1367,2717,4225,4225,4225,4225,2536,2985,1881,"528"
3845,2266,1753,3017,2896,728,1288,3027,4225,1447,1665,3264,2419,3501,2979,"529"
3630,2395,339,1106,2201,294,801,2401,14,937,1746,255,1275,2732,1799,"530"
2156,1271,1249,1541,1120,1044,1650,1839,1047,1611,2069,3173,2952,2503,2672,"531"
2347,2157,1097,497,1908,2873,238,1446,4225,149,282,826,1594,3341,695,"532"
2401,3663,1554,1767,1836,820,4225,774,488,263,2153,3848,2419,1516,4225,"533"
3819,3816,417,662,2724,1842,238,2818,393,135,306,1187,231,2211,668,"534"
2129,1392,4017,3607,2979,2873,4225,3570,4225,4225,1426,2230,4225,1974,1286,"535"
1572,533,3514,2196,946,2391,4225,3375,4225,4225,4225,1118,653,606,4225,"536"
405,777,3298,2283,745,2141,4225,874,4225,4225,1985,2857,2820,2935,4225,"537"
823,326,2949,352,210,2033,661,2771,4225,791,1746,3698,2046,2503,1530,"538"
760,3317,1753,258,1013,1407,238,4197,4225,4225,2069,2039,874,2910,834,"539"
656,883,4109,3124,848,2141,4225,3564,4225,4225,4225,1118,4225,873,4225,"540"
739,709,3037,2800,774,3169,4225,2835,4225,4225,4225,3303,4225,3481,4225,"541"
2467,2490,2618,2450,1836,1338,1559,2571,4225,1677,2564,3053,2173,1598,2588,"542"
221,118,2056,604,274,4225,4225,1166,4225,4225,350,1014,584,1280,4225,"543"
3965,2594,4225,3725,2284,2873,1598,1259,4225,1611,1426,1866,1806,2689,4225,"544"
1003,1037,2483,996,1409,988,964,3862,4225,1270,2069,2779,1058,292,444,"545"
189,206,1957,756,266,2749,4225,587,4225,4225,4225,686,330,531,44,"546"
1094,1077,1227,237,745,820,343,1172,906,355,2469,3402,2173,2774,930,"547"
2212,1271,1158,333,1301,1044,278,1703,4225,246,1985,3400,1922,3207,1579,"548"
2278,2834,3819,1479,1908,1926,4225,1154,4225,4225,2069,2262,2046,2450,1230,"549"
2422,1165,2701,2196,603,2391,4225,2875,4225,4225,4225,2375,4225,4225,4225,"550"
996,2395,1823,1446,2896,1572,4225,2803,4225,4225,1908,2871,1702,1974,1014,"551"
3564,2834,2202,1834,2201,1737,726,3841,4225,606,1908,4123,2666,1835,2361,"552"
2493,2266,2138,1051,1764,2391,4225,1002,4225,4225,4225,1273,4225,4225,764,"553"
3140,2594,2202,1655,2051,1926,772,1530,4225,749,1665,2150,2952,2097,1727,"554"
3244,3816,3613,1834,2979,2256,4225,379,4225,4225,4225,2684,4225,1777,1505,"555"
384,622,442,594,241,1737,4225,2397,159,4225,282,3053,721,1777,4225,"556"
2934,2157,614,1446,1120,406,4225,2903,4225,4225,4225,2121,4225,150,4225,"557"
1178,809,521,1401,514,294,4225,3030,4225,4225,4225,145,4225,46,4225,"558"
3835,3430,2855,1727,2638,3323,437,1268,4225,280,4225,1059,584,1433,4225,"559"
2347,1884,2794,2000,1633,2749,1043,3104,4225,1044,1067,1933,1171,779,2042,"560"
727,1392,177,1956,1013,380,4225,426,646,4225,999,1069,1806,2097,4225,"561"
190,425,144,309,473,4225,4225,2460,4225,4225,26,102,4225,30,44,"562"
2217,2395,1019,1340,3231,988,319,821,327,640,2240,653,584,323,4225,"563"
317,346,1249,594,367,3169,4225,3679,4225,4225,4225,1617,4225,473,65,"564"
191,2395,51,13,333,248,17,1494,991,10,135,318,4225,259,162,"565"
529,176,74,40,229,150,272,1955,720,995,1828,208,2173,436,734,"566"
837,956,2138,2155,3057,1120,4225,3684,4225,4225,2564,826,2666,1598,1230,"567"
232,159,145,87,118,448,801,1265,555,995,733,1328,874,382,510,"568"
1437,676,2138,1589,848,343,4225,2180,4225,4225,4225,42,4225,4225,4225,"569"
2261,1037,78,54,1245,1407,12,617,361,19,32,3211,477,3663,122,"570"
2413,919,572,294,816,988,726,2573,265,874,1219,1933,2666,1598,1166,"571"
2337,3430,2618,1913,1245,923,1650,1304,4225,549,2069,2170,2820,3238,1825,"572"
2984,2157,3819,4052,2638,2033,4225,30,667,4225,1908,3955,2536,3173,1579,"573"
863,587,3400,2671,1456,2256,4225,2636,4225,4225,1579,2082,874,1598,550,"574"
1603,1517,2855,2800,946,2256,4225,1012,4225,4225,1511,3848,1922,3145,4225,"575"
2827,1812,3514,4147,2374,2033,4225,1279,4225,4225,1908,1901,1171,1433,1505,"576"
2234,1454,2377,1834,1764,3017,4225,2800,4225,4225,4225,3717,4225,675,4225,"577"
1177,3055,1706,1015,4225,3323,76,1542,707,86,375,2944,1275,1974,792,"578"
521,483,600,302,978,3169,4225,1097,4225,4225,125,1334,231,385,50,"579"
1887,1517,1608,2619,1633,2501,4225,560,531,4225,4225,3955,1594,1598,4225,"580"
3533,3055,3216,2976,1568,1642,4225,449,4225,4225,4225,593,4225,675,966,"581"
